,Vaccine,Geographic Level,Geographic Name,Demographic Level,Demographic Name,indicator_label,indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted Sample Size,Current_Season_Week_Ending_Label,COVID_season,suppression_flag
21650,COVID,State,Mississippi,Overall,18+ years,4-level vaccination and intent,Received a vaccination,April Week 4,04/27/2024 12:00:00 AM,10.9,1.0453,8037,04/25/2026 12:00:00 AM,2023-2024,0
21651,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,11/18/2023 12:00:00 AM,28.3,6.6688,277,11/15/2025 12:00:00 AM,2023-2024,0
21652,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,11/18/2023 12:00:00 AM,28.8,6.8585,277,11/15/2025 12:00:00 AM,2023-2024,0
21653,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,November Week 4,11/25/2023 12:00:00 AM,23.9,1.1054,12016,11/22/2025 12:00:00 AM,2023-2024,0
21654,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 4,11/25/2023 12:00:00 AM,23.9,1.1054,12016,11/22/2025 12:00:00 AM,2023-2024,0
21655,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,11/25/2023 12:00:00 AM,17.9,6.0047,214,11/22/2025 12:00:00 AM,2023-2024,0
21656,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,11/25/2023 12:00:00 AM,29.1,7.8388,214,11/22/2025 12:00:00 AM,2023-2024,0
21657,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,11/25/2023 12:00:00 AM,29.2,7.698299999999999,214,11/22/2025 12:00:00 AM,2023-2024,0
21658,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,December Week 1,12/02/2023 12:00:00 AM,25.6,1.1054,12016,11/29/2025 12:00:00 AM,2023-2024,0
21659,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 1,12/02/2023 12:00:00 AM,25.6,1.1054,12016,11/29/2025 12:00:00 AM,2023-2024,0
21660,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 1,12/02/2023 12:00:00 AM,18.6,5.1564,352,11/29/2025 12:00:00 AM,2023-2024,0
21661,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 1,12/02/2023 12:00:00 AM,24.8,5.6583,352,11/29/2025 12:00:00 AM,2023-2024,0
21662,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 1,12/02/2023 12:00:00 AM,31.0,6.0114,352,11/29/2025 12:00:00 AM,2023-2024,0
21663,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,December Week 2,12/09/2023 12:00:00 AM,27.4,3.2372,12016,12/06/2025 12:00:00 AM,2023-2024,0
21664,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 2,12/09/2023 12:00:00 AM,27.4,3.2372,12016,12/06/2025 12:00:00 AM,2023-2024,0
21665,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 2,12/09/2023 12:00:00 AM,14.3,3.2937,582,12/06/2025 12:00:00 AM,2023-2024,0
21666,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 2,12/09/2023 12:00:00 AM,21.9,4.0233,582,12/06/2025 12:00:00 AM,2023-2024,0
21667,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 2,12/09/2023 12:00:00 AM,36.4,4.7704,582,12/06/2025 12:00:00 AM,2023-2024,0
21668,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,December Week 3,12/16/2023 12:00:00 AM,27.7,4.7284,12016,12/13/2025 12:00:00 AM,2023-2024,0
21669,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 3,12/16/2023 12:00:00 AM,27.7,4.7284,12016,12/13/2025 12:00:00 AM,2023-2024,0
21670,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 3,12/16/2023 12:00:00 AM,14.0,8.7765,85,12/13/2025 12:00:00 AM,2023-2024,0
21671,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 3,12/16/2023 12:00:00 AM,33.7,12.2733,85,12/13/2025 12:00:00 AM,2023-2024,0
21672,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 3,12/16/2023 12:00:00 AM,24.7,10.4707,85,12/13/2025 12:00:00 AM,2023-2024,0
21673,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,December Week 4,12/23/2023 12:00:00 AM,27.7,4.7791,12016,12/20/2025 12:00:00 AM,2023-2024,0
21674,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 4,12/23/2023 12:00:00 AM,27.7,4.7791,12016,12/20/2025 12:00:00 AM,2023-2024,0
21675,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 4,12/23/2023 12:00:00 AM,21.6,11.0701,66,12/20/2025 12:00:00 AM,2023-2024,0
21676,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,12/23/2023 12:00:00 AM,20.4,9.6214,66,12/20/2025 12:00:00 AM,2023-2024,0
21677,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,12/23/2023 12:00:00 AM,30.2,11.4914,66,12/20/2025 12:00:00 AM,2023-2024,0
21678,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,28.6,1.2608,12016,12/27/2025 12:00:00 AM,2023-2024,0
21679,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,28.6,1.2608,12016,12/27/2025 12:00:00 AM,2023-2024,0
21680,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,13.7,11.3513,42,12/27/2025 12:00:00 AM,2023-2024,0
21681,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,12/30/2023 12:00:00 AM,24.7,14.2457,42,12/27/2025 12:00:00 AM,2023-2024,0
21682,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,33.0,15.1764,42,12/27/2025 12:00:00 AM,2023-2024,0
21683,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,January Week 1,01/06/2024 12:00:00 AM,29.4,1.2608,12016,01/03/2026 12:00:00 AM,2023-2024,0
21684,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,January Week 1,01/06/2024 12:00:00 AM,29.4,1.2608,12016,01/03/2026 12:00:00 AM,2023-2024,0
21685,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,January Week 1,01/06/2024 12:00:00 AM,14.4,4.7147,290,01/03/2026 12:00:00 AM,2023-2024,0
21686,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 1,01/06/2024 12:00:00 AM,24.1,6.4852,290,01/03/2026 12:00:00 AM,2023-2024,0
21687,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 1,01/06/2024 12:00:00 AM,32.1,6.9461,290,01/03/2026 12:00:00 AM,2023-2024,0
21688,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,January Week 2,01/13/2024 12:00:00 AM,29.7,1.3695,12016,01/10/2026 12:00:00 AM,2023-2024,0
21689,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,January Week 2,01/13/2024 12:00:00 AM,29.7,1.3695,12016,01/10/2026 12:00:00 AM,2023-2024,0
21690,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,January Week 2,01/13/2024 12:00:00 AM,15.9,5.5064,217,01/10/2026 12:00:00 AM,2023-2024,0
21691,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 2,01/13/2024 12:00:00 AM,21.1,6.4808,217,01/10/2026 12:00:00 AM,2023-2024,0
21692,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 2,01/13/2024 12:00:00 AM,33.3,7.2655,217,01/10/2026 12:00:00 AM,2023-2024,0
21693,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,January Week 3,01/20/2024 12:00:00 AM,30.8,1.8218,12016,01/17/2026 12:00:00 AM,2023-2024,0
21694,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,January Week 3,01/20/2024 12:00:00 AM,30.8,1.8218,12016,01/17/2026 12:00:00 AM,2023-2024,0
21695,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,January Week 3,01/20/2024 12:00:00 AM,12.5,3.7687,444,01/17/2026 12:00:00 AM,2023-2024,0
21696,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 3,01/20/2024 12:00:00 AM,21.1,4.7908,444,01/17/2026 12:00:00 AM,2023-2024,0
21697,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 3,01/20/2024 12:00:00 AM,35.7,5.4106,444,01/17/2026 12:00:00 AM,2023-2024,0
21698,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,January Week 4,01/27/2024 12:00:00 AM,31.0,1.2415,12016,01/24/2026 12:00:00 AM,2023-2024,0
21699,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,January Week 4,01/27/2024 12:00:00 AM,31.0,1.2415,12016,01/24/2026 12:00:00 AM,2023-2024,0
21700,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,01/27/2024 12:00:00 AM,14.6,4.5018,293,01/24/2026 12:00:00 AM,2023-2024,0
21701,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,01/27/2024 12:00:00 AM,22.4,6.0777,293,01/24/2026 12:00:00 AM,2023-2024,0
21702,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,01/27/2024 12:00:00 AM,31.9,6.497,293,01/24/2026 12:00:00 AM,2023-2024,0
21703,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,February Week 1,02/03/2024 12:00:00 AM,31.2,1.2415,12016,01/31/2026 12:00:00 AM,2023-2024,0
21704,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,February Week 1,02/03/2024 12:00:00 AM,31.2,1.2415,12016,01/31/2026 12:00:00 AM,2023-2024,0
21705,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,February Week 1,02/03/2024 12:00:00 AM,7.3,5.2575,157,01/31/2026 12:00:00 AM,2023-2024,0
21706,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,02/03/2024 12:00:00 AM,24.4,6.8777,157,01/31/2026 12:00:00 AM,2023-2024,0
21707,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,02/03/2024 12:00:00 AM,37.0,8.9101,157,01/31/2026 12:00:00 AM,2023-2024,0
21708,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,February Week 2,02/10/2024 12:00:00 AM,31.4,1.3117,12016,02/07/2026 12:00:00 AM,2023-2024,0
21709,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,February Week 2,02/10/2024 12:00:00 AM,31.4,1.3117,12016,02/07/2026 12:00:00 AM,2023-2024,0
21710,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,February Week 2,02/10/2024 12:00:00 AM,14.5,4.3094,350,02/07/2026 12:00:00 AM,2023-2024,0
21711,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 2,02/10/2024 12:00:00 AM,23.0,5.4397,350,02/07/2026 12:00:00 AM,2023-2024,0
21712,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 2,02/10/2024 12:00:00 AM,31.2,5.9586,350,02/07/2026 12:00:00 AM,2023-2024,0
21713,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,February Week 3,02/17/2024 12:00:00 AM,32.0,1.765,12016,02/14/2026 12:00:00 AM,2023-2024,0
21714,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,February Week 3,02/17/2024 12:00:00 AM,32.0,1.765,12016,02/14/2026 12:00:00 AM,2023-2024,0
21715,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,02/17/2024 12:00:00 AM,10.0,3.8045,351,02/14/2026 12:00:00 AM,2023-2024,0
21716,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,02/17/2024 12:00:00 AM,22.8,5.187,351,02/14/2026 12:00:00 AM,2023-2024,0
21717,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,02/17/2024 12:00:00 AM,35.2,5.8144,351,02/14/2026 12:00:00 AM,2023-2024,0
21718,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,February Week 4,02/24/2024 12:00:00 AM,32.2,1.2379,12016,02/21/2026 12:00:00 AM,2023-2024,0
21719,COVID,State,Nebraska,Overall,18+ years,Up-to-date,Yes,August Week 1,08/03/2024 12:00:00 AM,23.7,1.5936,6592,08/01/2026 12:00:00 AM,2023-2024,0
21720,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,02/24/2024 12:00:00 AM,13.0,4.6155,261,02/21/2026 12:00:00 AM,2023-2024,0
21721,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,02/24/2024 12:00:00 AM,22.2,6.1159,261,02/21/2026 12:00:00 AM,2023-2024,0
21722,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,02/24/2024 12:00:00 AM,32.7,6.7245,261,02/21/2026 12:00:00 AM,2023-2024,0
21723,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,March Week 1,03/02/2024 12:00:00 AM,32.4,1.2379,12016,02/28/2026 12:00:00 AM,2023-2024,0
21724,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,March Week 1,03/02/2024 12:00:00 AM,32.4,1.2379,12016,02/28/2026 12:00:00 AM,2023-2024,0
21725,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,March Week 1,03/02/2024 12:00:00 AM,11.3,3.7105,328,02/28/2026 12:00:00 AM,2023-2024,0
21726,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,03/02/2024 12:00:00 AM,20.1,5.055,328,02/28/2026 12:00:00 AM,2023-2024,0
21727,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,03/02/2024 12:00:00 AM,36.2,6.6399,328,02/28/2026 12:00:00 AM,2023-2024,0
21728,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,March Week 2,03/09/2024 12:00:00 AM,33.2,1.9267,12016,03/07/2026 12:00:00 AM,2023-2024,0
21729,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,March Week 2,03/09/2024 12:00:00 AM,33.2,1.9267,12016,03/07/2026 12:00:00 AM,2023-2024,0
21730,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,March Week 2,03/09/2024 12:00:00 AM,7.4,3.7683,243,03/07/2026 12:00:00 AM,2023-2024,0
21731,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 2,03/09/2024 12:00:00 AM,20.7,5.3239,243,03/07/2026 12:00:00 AM,2023-2024,0
21732,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 2,03/09/2024 12:00:00 AM,38.8,6.8614,243,03/07/2026 12:00:00 AM,2023-2024,0
21733,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,March Week 3,03/16/2024 12:00:00 AM,33.2,1.9267,12016,03/14/2026 12:00:00 AM,2023-2024,0
21734,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,March Week 3,03/16/2024 12:00:00 AM,33.2,1.9267,12016,03/14/2026 12:00:00 AM,2023-2024,0
21735,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,March Week 3,03/16/2024 12:00:00 AM,11.9,5.0777,192,03/14/2026 12:00:00 AM,2023-2024,0
21736,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 3,03/16/2024 12:00:00 AM,19.7,6.1689,192,03/14/2026 12:00:00 AM,2023-2024,0
21737,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 3,03/16/2024 12:00:00 AM,35.3,7.460899999999999,192,03/14/2026 12:00:00 AM,2023-2024,0
21738,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,March Week 4,03/23/2024 12:00:00 AM,33.2,1.9267,12016,03/21/2026 12:00:00 AM,2023-2024,0
21739,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,March Week 4,03/23/2024 12:00:00 AM,33.2,1.9267,12016,03/21/2026 12:00:00 AM,2023-2024,0
21740,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,March Week 4,03/23/2024 12:00:00 AM,6.5,7.480699999999999,82,03/21/2026 12:00:00 AM,2023-2024,0
21741,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 4,03/23/2024 12:00:00 AM,18.7,12.3861,82,03/21/2026 12:00:00 AM,2023-2024,0
21742,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 4,03/23/2024 12:00:00 AM,41.6,15.2861,82,03/21/2026 12:00:00 AM,2023-2024,0
21743,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,March Week 5,03/30/2024 12:00:00 AM,33.3,1.2724,12016,03/28/2026 12:00:00 AM,2023-2024,0
21744,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,March Week 5,03/30/2024 12:00:00 AM,33.3,1.2724,12016,03/28/2026 12:00:00 AM,2023-2024,0
21745,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,March Week 5,03/30/2024 12:00:00 AM,2.6,2.1514,41,03/28/2026 12:00:00 AM,2023-2024,0
21746,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 5,03/30/2024 12:00:00 AM,26.9,19.5678,41,03/28/2026 12:00:00 AM,2023-2024,0
21747,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 5,03/30/2024 12:00:00 AM,37.2,20.2433,41,03/28/2026 12:00:00 AM,2023-2024,0
21748,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,April Week 1,04/06/2024 12:00:00 AM,33.5,1.2724,12016,04/04/2026 12:00:00 AM,2023-2024,0
21749,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,April Week 1,04/06/2024 12:00:00 AM,33.5,1.2724,12016,04/04/2026 12:00:00 AM,2023-2024,0
21750,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,April Week 1,04/06/2024 12:00:00 AM,11.4,8.0679,119,04/04/2026 12:00:00 AM,2023-2024,0
21751,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 1,04/06/2024 12:00:00 AM,17.8,8.8094,119,04/04/2026 12:00:00 AM,2023-2024,0
21752,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 1,04/06/2024 12:00:00 AM,37.3,11.1467,119,04/04/2026 12:00:00 AM,2023-2024,0
21753,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,April Week 2,04/13/2024 12:00:00 AM,33.5,1.2724,12016,04/11/2026 12:00:00 AM,2023-2024,0
21754,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,April Week 2,04/13/2024 12:00:00 AM,33.5,1.2724,12016,04/11/2026 12:00:00 AM,2023-2024,0
21755,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,April Week 2,04/13/2024 12:00:00 AM,6.6,3.1527,230,04/11/2026 12:00:00 AM,2023-2024,0
21756,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 2,04/13/2024 12:00:00 AM,22.2,6.29,230,04/11/2026 12:00:00 AM,2023-2024,0
21757,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 2,04/13/2024 12:00:00 AM,37.7,7.2979,230,04/11/2026 12:00:00 AM,2023-2024,0
21758,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,April Week 3,04/20/2024 12:00:00 AM,33.5,1.2724,12016,04/18/2026 12:00:00 AM,2023-2024,0
21759,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,April Week 3,04/20/2024 12:00:00 AM,33.5,1.2724,12016,04/18/2026 12:00:00 AM,2023-2024,0
21760,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,April Week 3,04/20/2024 12:00:00 AM,11.6,4.2888,325,04/18/2026 12:00:00 AM,2023-2024,0
21761,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 3,04/20/2024 12:00:00 AM,18.5,5.0128,325,04/18/2026 12:00:00 AM,2023-2024,0
21762,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 3,04/20/2024 12:00:00 AM,36.4,6.2517,325,04/18/2026 12:00:00 AM,2023-2024,0
21763,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,April Week 4,04/27/2024 12:00:00 AM,33.7,1.2724,12016,04/25/2026 12:00:00 AM,2023-2024,0
21764,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,April Week 4,04/27/2024 12:00:00 AM,33.7,1.2724,12016,04/25/2026 12:00:00 AM,2023-2024,0
21765,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,April Week 4,04/27/2024 12:00:00 AM,8.2,3.8086,240,04/25/2026 12:00:00 AM,2023-2024,0
21766,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 4,04/27/2024 12:00:00 AM,20.0,5.5836,240,04/25/2026 12:00:00 AM,2023-2024,0
21767,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 4,04/27/2024 12:00:00 AM,38.1,7.143,240,04/25/2026 12:00:00 AM,2023-2024,0
21768,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,May Week 1,05/04/2024 12:00:00 AM,33.9,1.29,12016,05/02/2026 12:00:00 AM,2023-2024,0
21769,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,May Week 1,05/04/2024 12:00:00 AM,33.9,1.29,12016,05/02/2026 12:00:00 AM,2023-2024,0
21770,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,May Week 1,05/04/2024 12:00:00 AM,9.8,5.7887,143,05/02/2026 12:00:00 AM,2023-2024,0
21771,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,May Week 1,05/04/2024 12:00:00 AM,20.0,7.1073,143,05/02/2026 12:00:00 AM,2023-2024,0
21772,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,May Week 1,05/04/2024 12:00:00 AM,36.2,8.5529,143,05/02/2026 12:00:00 AM,2023-2024,0
21773,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,May Week 2,05/11/2024 12:00:00 AM,33.9,1.29,12016,05/09/2026 12:00:00 AM,2023-2024,0
21774,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,May Week 2,05/11/2024 12:00:00 AM,33.9,1.29,12016,05/09/2026 12:00:00 AM,2023-2024,0
21775,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,May Week 2,05/11/2024 12:00:00 AM,9.8,4.0755,232,05/09/2026 12:00:00 AM,2023-2024,0
21776,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,May Week 2,05/11/2024 12:00:00 AM,23.0,6.4293,232,05/09/2026 12:00:00 AM,2023-2024,0
21777,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,May Week 2,05/11/2024 12:00:00 AM,33.3,7.393799999999999,232,05/09/2026 12:00:00 AM,2023-2024,0
21778,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,May Week 3,05/18/2024 12:00:00 AM,34.3,1.3713,12016,05/16/2026 12:00:00 AM,2023-2024,0
21779,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,May Week 3,05/18/2024 12:00:00 AM,34.3,1.3713,12016,05/16/2026 12:00:00 AM,2023-2024,0
21780,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,May Week 3,05/18/2024 12:00:00 AM,7.7,2.614,411,05/16/2026 12:00:00 AM,2023-2024,0
21781,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,May Week 3,05/18/2024 12:00:00 AM,23.0,4.7334,411,05/16/2026 12:00:00 AM,2023-2024,0
21782,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,May Week 3,05/18/2024 12:00:00 AM,35.0,5.3614,411,05/16/2026 12:00:00 AM,2023-2024,0
21783,COVID,State,Minnesota,Overall,18+ years,Up-to-date,Yes,May Week 4,05/25/2024 12:00:00 AM,34.4,1.325,12016,05/23/2026 12:00:00 AM,2023-2024,0
21784,COVID,State,Minnesota,Overall,18+ years,4-level vaccination and intent,Received a vaccination,May Week 4,05/25/2024 12:00:00 AM,34.4,1.325,12016,05/23/2026 12:00:00 AM,2023-2024,0
